,Timestamp,Load
120,2021-09-12 00:00:00,5389.974029074562
121,2021-09-12 01:00:00,4949.75184714183
122,2021-09-12 02:00:00,4554.004800895191
123,2021-09-12 03:00:00,4256.494317301875
124,2021-09-12 04:00:00,4101.453578498497
125,2021-09-12 05:00:00,4165.317747411125
126,2021-09-12 06:00:00,4444.947456368826
127,2021-09-12 07:00:00,4988.64266231964
128,2021-09-12 08:00:00,5602.554254714051
129,2021-09-12 09:00:00,6298.560930843797
130,2021-09-12 10:00:00,6944.220087563355
131,2021-09-12 11:00:00,7462.151558184389
132,2021-09-12 12:00:00,7873.116749500606
133,2021-09-12 13:00:00,8191.239557397547
134,2021-09-12 14:00:00,8443.558820557326
135,2021-09-12 15:00:00,8629.420205340411
136,2021-09-12 16:00:00,8714.441867968484
137,2021-09-12 17:00:00,8672.677915490007
138,2021-09-12 18:00:00,8519.215170037936
139,2021-09-12 19:00:00,8239.765174726752
140,2021-09-12 20:00:00,8194.882709832782
141,2021-09-12 21:00:00,7987.765909392679
142,2021-09-12 22:00:00,7649.26034793367
143,2021-09-12 23:00:00,7259.430654555674
144,2021-09-13 00:00:00,6894.221567818477
145,2021-09-13 01:00:00,6491.376891590457
146,2021-09-13 02:00:00,6097.7473054980355
147,2021-09-13 03:00:00,5816.1984242445105
148,2021-09-13 04:00:00,5717.711109730821
149,2021-09-13 05:00:00,5835.269251893853
150,2021-09-13 06:00:00,6254.13369707255
151,2021-09-13 07:00:00,6921.453643476803
152,2021-09-13 08:00:00,7727.551628594183
153,2021-09-13 09:00:00,8539.640285837624
154,2021-09-13 10:00:00,9252.074385989286
155,2021-09-13 11:00:00,9811.18292916609
156,2021-09-13 12:00:00,10207.97632268192
157,2021-09-13 13:00:00,10422.214541129142
158,2021-09-13 14:00:00,10549.78874558214
159,2021-09-13 15:00:00,10543.353595824447
160,2021-09-13 16:00:00,10479.732032188029
161,2021-09-13 17:00:00,10266.79857065947
162,2021-09-13 18:00:00,9939.646088882353
163,2021-09-13 19:00:00,9452.718888247937
164,2021-09-13 20:00:00,9322.090692325975
165,2021-09-13 21:00:00,9045.89313927383
166,2021-09-13 22:00:00,8638.382099640394
167,2021-09-13 23:00:00,8190.663430965929
